Humidity;Temperature;Machine1,RawMaterialFeederParameter,U,Actual;Machine1,Zone1Temperature,C,Actual;Machine1,Zone2Temperature,C,Actual;Machine1,MotorAmperage,U,Actual;Machine1,MotorRPM,C,Actual;Machine1,MaterialPressure,U,Actual;Machine1,MaterialTemperature,U,Actual;Machine1,ExitZoneTemperature,C,Actual;Machine2,RawMaterial,Property1;Machine2,RawMaterial,Property2;Machine2,RawMaterial,Property3;Machine2,RawMaterial,Property4;Machine2,RawMaterialFeederParameter,U,Actual;Machine2,Zone1Temperature,C,Actual;Machine2,Zone2Temperature,C,Actual;Machine2,MotorAmperage,U,Actual;Machine2,MotorRPM,C,Actual;Machine2,MaterialPressure,U,Actual;Machine2,MaterialTemperature,U,Actual;Machine2,ExitZoneTemperature,C,Actual;Machine3,RawMaterialFeederParameter,U,Actual;Machine3,Zone1Temperature,C,Actual;Machine3,Zone2Temperature,C,Actual;Machine3,MotorAmperage,U,Actual;Machine3,MotorRPM,C,Actual;Machine3,MaterialPressure,U,Actual;Machine3,MaterialTemperature,U,Actual;Machine3,ExitZoneTemperature,C,Actual;FirstStage,CombinerOperation,Temperature1,U,Actual;FirstStage,CombinerOperation,Temperature2,U,Actual;FirstStage,CombinerOperation,Temperature3,C,Actual;Delta KC1;Delta KC2;Delta KC3;Delta KC4;Delta KC5;Delta KC6;Delta KC7;Delta KC8;Delta KC9;Delta KC10;Delta KC11;Delta KC12
1;0;0.868809348152026;0.799999999999983;1;0.142652123995408;0.624999999999997;0.631113851212495;0;1;0;0;1;1;0.548372431351155;0.0972222222222326;1;0.50222222222222;0.461538461538463;0.771319676036207;0.0142857142857155;0.444444444444444;0.485060333269489;0.124999999999993;0.833333333333321;0.814469453376206;0.722222222222221;0.965872156013;0;0.666666666666635;0.0357142857142837;0.970059880239521;0.5;0.115384615384615;0.796047988708539;0.791277258566978;0.98181818181818;0.105405405405405;0;0.919732441471572;0.352941176470586;0.0624999999999958;0.00500000000000011;0.777777777777777;0.0588235294117648
1;0;0.782086675075561;0.799999999999983;1;0.12743972445465;0.624999999999997;0.565556925606247;0;1;0;0;1;1;0.56864884524459;0.0555555555555643;0.879310344827585;0.697777777777775;0.461538461538463;0.717008099094807;0;0.555555555555556;0.784236736257422;0.249999999999987;0.833333333333321;0.556591639871383;0.296296296296297;1;0.0128205128205121;0.666666666666635;0.0357142857142837;0.960079840319361;0.5;0.115384615384615;0.796047988708539;0.791277258566978;0.98181818181818;0.105405405405405;0;0.919732441471572;0.352941176470586;0.0624999999999958;0.00500000000000011;0.777777777777777;0.0588235294117648
1;0;0.914621956733858;0.799999999999983;1;0.131171067738232;0.375000000000003;0.684340320591861;0;1;0;0;1;1;0.387434078923441;0.0555555555555643;0.905172413793104;0.528888888888888;0.846153846153837;0.880895664602192;0.028571428571429;0.555555555555556;0.596628998276193;0.249999999999987;0.833333333333321;0.291639871382637;0.259259259259257;0.96370530877573;0.0128205128205121;0.666666666666635;0.0357142857142837;0.968063872255489;0.5;0.115384615384615;0.796047988708539;0.791277258566978;0.98181818181818;0.105405405405405;0;0.919732441471572;0.352941176470586;0.0624999999999958;0.00500000000000011;0.777777777777777;0.0588235294117648
1;0;0.914740950522383;0.799999999999983;1;0.123421354764638;0.187499999999996;0.624948623099054;0.0263157894736865;1;0;0;1;1;0.343607928714312;0.0416666666666683;0.905172413793104;0.364444444444441;0.769230769230762;1;0.0428571428571445;0.555555555555556;0.400210687607738;0.249999999999987;0.833333333333321;0.636012861736334;0.425925925925924;0.939328277356446;0.0128205128205121;0.666666666666635;0.0892857142857144;0.974051896207585;0.5;0.173076923076923;0.799576570218772;0.81619937694704;0.909090909090909;0.110810810810811;0;0.916387959866221;0.352941176470586;0.208333333333329;0.0150000000000001;0.822222222222221;0.0784313725490197
1;0;0.915799995240248;0.799999999999983;1;0.134902411021814;0.624999999999997;0.798808055898068;0.0263157894736865;1;0;0;1;1;0.671212947808692;0.0416666666666683;0.896551724137927;0.475555555555553;0.538461538461537;0.973797046212482;0;0.666666666666669;0.422620187703505;0.249999999999987;0.833333333333321;0.518327974276528;0.148148148148149;0.924702058504875;0.0128205128205121;0.666666666666635;0.0892857142857144;0.970059880239521;0.5;0.173076923076923;0.799576570218772;0.81619937694704;0.909090909090909;0.110810810810811;0;0.916387959866221;0.352941176470586;0.208333333333329;0.0150000000000001;0.822222222222221;0.0784313725490197
1;0;0.880506437563959;0.799999999999983;1;0.134902411021814;0.624999999999997;0.582614056720098;0.0263157894736865;1;0;0;1;1;0.554919076195672;0.0555555555555643;0.887931034482762;0.613333333333331;0.15384615384615;0.866603144354454;0.0428571428571445;0.666666666666669;0.589350699099789;0.374999999999998;0.833333333333321;0.461093247588424;0.425925925925924;0.892199349945828;0.0128205128205121;0.666666666666635;0.0892857142857144;0.976047904191617;0.5;0.0384615384615385;0.78969654199012;0.822429906542056;0.963636363636365;0.105405405405405;0;0.926421404682274;0.470588235294116;0.270833333333331;0.01;0.855555555555556;0.0980392156862746
1;0;0.886241938170828;0.799999999999983;1;0.134902411021814;0.624999999999997;0.430743937525688;0.0263157894736865;1;0;0;1;1;0.52809601745772;0.0694444444444406;0.896551724137927;0.639999999999999;0.846153846153837;0.785612196283945;0.0142857142857155;0.666666666666669;0.717487071442253;0.374999999999998;0.833333333333321;0.583922829581993;0.574074074074073;0.923076923076922;0.0128205128205121;0.666666666666635;0;0.964071856287425;0.5;0.0384615384615385;0.78969654199012;0.822429906542056;0.963636363636365;0.105405405405405;0;0.926421404682274;0.470588235294116;0.270833333333331;0.01;0.855555555555556;0.0980392156862746
1;0;0.662605012018373;0.799999999999983;1;0.123421354764638;0.375000000000003;0.620221948212083;0.0263157894736865;1;0;0;1;1;0.354246226586652;0.0416666666666683;0.818965517241384;0.528888888888888;0.692307692307687;0.954740352548832;0.0428571428571445;0.666666666666669;0.509768243631488;0.374999999999998;0.833333333333321;0.584244372990353;0.574074074074073;0.882990249187433;0.0128205128205121;0.666666666666635;0;0.970059880239521;0.5;0.0961538461538462;0.78969654199012;0.813084112149533;0.98181818181818;0.0837837837837838;0;0.916387959866221;0.235294117647059;0.104166666666669;0.01;0.866666666666666;0.0588235294117648
1;0;0.87530640900545;0.799999999999983;1;0.115671641791045;0.375000000000003;0.696876284422523;0.0526315789473692;1;0;0;1;1;0.573740680123659;0.0416666666666683;0.818965517241384;0.333333333333333;0.307692307692299;0.989518818484993;0.0142857142857155;0.777777777777774;0.549511587818426;0.499999999999991;0.833333333333321;0.394533762057878;0.5;0.893282773564464;0.0128205128205121;0.666666666666635;0;0.978043912175649;0.5;0.0961538461538462;0.78969654199012;0.813084112149533;0.98181818181818;0.0837837837837838;0;0.916387959866221;0.235294117647059;0.104166666666669;0.01;0.866666666666666;0.0588235294117648
1;0;0.888621813941312;0.799999999999983;0.928571428571423;0.111940298507463;0.375000000000003;0.683929305384299;0.0526315789473692;1;0;0;1;1;0.527732314966357;0.0416666666666683;0.750000000000006;0.555555555555556;0.15384615384615;0.790852787041448;0.028571428571429;0.777777777777774;0.400497988891017;0.499999999999991;0.833333333333321;0.618327974276527;0.5;0.881906825568797;0.0128205128205121;0.666666666666635;0.07142857142857;0.974051896207585;0.5;0.0961538461538462;0.78969654199012;0.813084112149533;0.98181818181818;0.0837837837837838;0;0.916387959866221;0.235294117647059;0.104166666666669;0.01;0.866666666666666;0.0588235294117648
